series_id,provider,model,model_version,archetype,prompt_language,setting,temperature,top_p,top_k,seed,reasoning,n_requested,n_success,n_failed,semantic_valid_rate,semantic_outlier_rate,literal_unique_count,literal_top1_share,largest_cluster_share,median_rouge_distance,p90_rouge_distance,median_bleu_distance,p90_bleu_distance,input_tokens_total,input_tokens_p10,input_tokens_median,input_tokens_p90,output_tokens_total,output_tokens_p10,output_tokens_median,output_tokens_p90,reasoning_tokens_total,reasoning_tokens_p10,reasoning_tokens_median,reasoning_tokens_p90,duration_seconds_total,duration_seconds_p10,duration_seconds_median,duration_seconds_p90
0202-google-gemini35flash-roundtrip-de-seed-random,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,seed_random,0.0,1.0,1,RANDOM,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,6200,62.0,62.0,62.0,25800,258.0,258.0,258.0,0,0.0,0.0,0.0,200.395,1.84,1.999,2.119
0203-google-gemini35flash-roundtrip-de-seed-1,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,seed,0.0,1.0,1,1,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,6200,62.0,62.0,62.0,25800,258.0,258.0,258.0,0,0.0,0.0,0.0,196.184,1.834,1.956,2.076
0204-google-gemini35flash-roundtrip-it-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,IT,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,7900,79.0,79.0,79.0,35300,353.0,353.0,353.0,0,0.0,0.0,0.0,231.725,2.203,2.3175,2.439
0205-google-gemini35flash-roundtrip-fr-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,FR,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,7600,76.0,76.0,76.0,29700,297.0,297.0,297.0,0,0.0,0.0,0.0,220.128,2.074,2.1895,2.314
0206-google-gemini35flash-roundtrip-en-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,EN,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,5900,59.0,59.0,59.0,22600,226.0,226.0,226.0,0,0.0,0.0,0.0,170.125,1.578,1.7055,1.804
0207-google-gemini35flash-factual-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,11600,116.0,116.0,116.0,3900,39.0,39.0,39.0,0,0.0,0.0,0.0,82.663,0.738,0.821,0.936
0208-google-gemini35flash-literal-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,,,,,21000,210.0,210.0,210.0,2100,21.0,21.0,21.0,0,0.0,0.0,0.0,112.527,0.645,0.7255,0.872
0209-google-gemini35flash-creative-baseline,GOOGLE,gemini-3.5-flash,gemini-3.5-flash,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,3000,30.0,30.0,30.0,15400,154.0,154.0,154.0,0,0.0,0.0,0.0,201.928,1.289,1.3944999999999999,1.559
0000-openai-gpt4o-20240513-roundtrip-de-baseline,OPENAI,gpt-4o-2024-05-13,gpt-4o-2024-05-13,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,25,0.25,1.0,0.2954545454545455,0.49514563106796117,0.4786792480189547,0.7967822764220194,6700,67.0,67.0,67.0,11188,100.0,103.0,127.0,0,0.0,0.0,0.0,157.643,1.158,1.359,2.283
0001-openai-gpt4o-20240513-roundtrip-de-mittel,OPENAI,gpt-4o-2024-05-13,gpt-4o-2024-05-13,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,mittel,0.7,0.4,,,off,100,100,0,1.0,0.0,93,0.03,1.0,0.5091466815393195,0.6209150326797386,0.7815282362874336,0.9174793007506301,6700,67.0,67.0,67.0,13355,101.0,136.0,159.0,0,0.0,0.0,0.0,157.685,1.226,1.472,1.85
0002-openai-gpt4o-20240806-roundtrip-de-baseline,OPENAI,gpt-4o-2024-08-06,gpt-4o-2024-08-06,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,12,0.28,1.0,0.4897959183673468,0.5445544554455446,0.8589209718394437,0.8698465974082434,6700,67.0,67.0,67.0,12555,109.0,137.5,141.0,0,0.0,0.0,0.0,283.806,1.398,1.8465,3.39
0003-openai-gpt4o-20241120-roundtrip-de-baseline,OPENAI,gpt-4o-2024-11-20,gpt-4o-2024-11-20,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,13,0.41,1.0,0.13953488372093026,0.3176470588235295,0.23983166990136962,0.4594043277279629,6700,67.0,67.0,67.0,10796,104.0,108.0,112.0,0,0.0,0.0,0.0,152.103,1.078,1.286,2.539
0004-openai-gpt54mini-roundtrip-de-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,84,0.03,1.0,0.32142857142857145,0.4639175257731959,0.537872438952133,0.7457310577108486,6600,66.0,66.0,66.0,11520,105.0,117.0,122.0,0,0.0,0.0,0.0,197.099,1.511,1.7285,2.304
0005-openai-gpt54mini-roundtrip-de-mittel,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,mittel,0.7,0.4,,,off,100,100,0,1.0,0.0,92,0.03,1.0,0.3214285714285714,0.4476190476190476,0.5376752248977865,0.7311433272380241,6600,66.0,66.0,66.0,11638,107.0,118.0,123.0,0,0.0,0.0,0.0,176.055,1.516,1.6789999999999998,2.004
0006-openai-gpt54mini-roundtrip-it-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,IT,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,99,0.02,0.7,0.4285714285714287,0.5141242937853108,0.613635711939007,0.7027322111444543,9000,90.0,90.0,90.0,16608,155.0,166.0,177.0,0,0.0,0.0,0.0,220.546,1.728,1.8929999999999998,2.563
0007-openai-gpt54mini-roundtrip-fr-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,FR,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,96,0.02,0.8,0.4135338345864661,0.525179856115108,0.5806278461651105,0.7546972001030253,7700,77.0,77.0,77.0,12299,111.0,124.0,131.0,0,0.0,0.0,0.0,163.97,1.438,1.578,1.801
0008-openai-gpt54mini-roundtrip-en-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,EN,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,48,0.13,1.0,0.2671755725190839,0.4173228346456693,0.43572525628251696,0.6508222029317083,6100,61.0,61.0,61.0,10678,101.0,107.0,111.0,0,0.0,0.0,0.0,152.258,1.198,1.415,1.721
0009-openai-gpt54mini-roundtrip-de-reasoning-low,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,reasoning_low,,,,,low,100,100,0,1.0,0.0,100,0.01,0.53,0.4476190476190476,0.5416666666666667,0.7614618057990294,0.9389667648026949,6600,66.0,66.0,66.0,22387,176.0,204.0,316.0,11052,61.0,94.5,197.0,264.604,1.838,2.234,3.708
0010-openai-gpt54mini-roundtrip-de-reasoning-medium,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,reasoning_medium,,,,,medium,100,100,0,0.87,0.13,100,0.01,0.41379310344827586,0.4565217391304348,0.5306122448979591,0.7901440788097591,0.9218969123347234,6600,66.0,66.0,66.0,60376,369.0,610.0,859.0,49355,258.0,513.0,747.0,573.412,3.277,4.7625,7.393
0011-openai-gpt54mini-roundtrip-de-reasoning-high,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,reasoning_high,,,,,high,100,100,0,0.88,0.12,100,0.01,0.19318181818181818,0.4765004413062666,0.5609756097560976,0.7975507572629319,0.9426521130269577,6600,66.0,66.0,66.0,132208,621.0,1142.5,2395.0,121632,516.0,1034.0,2300.0,948.195,4.643,8.0435,16.583
0012-openai-gpt54mini-factual-reasoning-off-nosampling,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,nosampling,,,,,off,100,100,0,0.96,0.04,8,0.58,0.96,0.08695652173913049,0.24444444444444446,0.15465206108386453,0.47599163336577144,10600,106.0,106.0,106.0,3683,35.0,37.0,37.0,0,0.0,0.0,0.0,100.404,0.8,0.9205000000000001,1.217
0013-openai-gpt54mini-factual-reasoning-low,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,reasoning_low,,,,,low,100,100,0,0.97,0.03,12,0.37,0.97,0.19999999999999996,0.33333333333333337,0.4539083962531295,0.7387484674131202,10600,106.0,106.0,106.0,6776,59.0,69.0,74.0,2974,22.0,30.0,35.0,131.457,1.001,1.16,1.52
0014-openai-gpt54mini-factual-reasoning-high,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,reasoning_high,,,,,high,100,100,0,0.83,0.17,23,0.24,0.83,0.18181818181818177,0.33333333333333337,0.4369872212851573,0.7387484674131202,10600,106.0,106.0,106.0,10960,94.0,103.0,136.0,7192,57.0,64.0,97.0,159.626,1.281,1.4569999999999999,1.841
0015-openai-gpt54mini-literal-reasoning-off-nosampling,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,nosampling,,,,,off,100,100,0,0.99,0.01,2,0.99,0.99,,,,,21100,211.0,211.0,211.0,2500,25.0,25.0,25.0,0,0.0,0.0,0.0,94.652,0.71,0.8425,1.079
0016-openai-gpt54mini-literal-reasoning-low,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,reasoning_low,,,,,low,100,100,0,1.0,0.0,1,1.0,1.0,,,,,21100,211.0,211.0,211.0,12203,72.0,117.0,173.0,9503,45.0,90.0,146.0,156.298,1.184,1.5205,1.962
0017-openai-gpt54mini-literal-reasoning-high,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,reasoning_high,,,,,high,100,100,0,0.98,0.02,3,0.98,0.98,,,,,21100,211.0,211.0,211.0,28440,210.0,263.0,380.0,25741,183.0,236.0,353.0,246.935,1.76,2.2415000000000003,3.237
0018-openai-gpt54mini-factual-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,2,0.96,1.0,0.0,0.0,0.0,0.0,10600,106.0,106.0,106.0,3700,37.0,37.0,37.0,0,0.0,0.0,0.0,126.514,0.827,0.9225000000000001,1.147
0019-openai-gpt54mini-literal-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,1,1.0,1.0,,,,,21100,211.0,211.0,211.0,2500,25.0,25.0,25.0,0,0.0,0.0,0.0,92.376,0.723,0.854,1.035
0020-openai-gpt54mini-creative-baseline,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,baseline,0.0,1.0,,,off,100,100,0,1.0,0.0,45,0.11,1.0,0.23809523809523825,0.5445544554455446,0.4056123087739998,0.6610249839846007,3500,35.0,35.0,35.0,8966,83.0,90.0,94.0,0,0.0,0.0,0.0,155.309,1.28,1.4785,1.88
0021-openai-gpt54mini-factual-mittel,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,mittel,0.7,0.4,,,off,100,100,0,1.0,0.0,2,0.98,1.0,0.0,0.0,0.0,0.0,10600,106.0,106.0,106.0,3700,37.0,37.0,37.0,0,0.0,0.0,0.0,106.804,0.828,0.9205000000000001,1.239
0022-openai-gpt54mini-literal-mittel,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,mittel,0.7,0.4,,,off,100,100,0,1.0,0.0,1,1.0,1.0,,,,,21100,211.0,211.0,211.0,2500,25.0,25.0,25.0,0,0.0,0.0,0.0,93.603,0.712,0.837,1.024
0023-openai-gpt54mini-creative-mittel,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,mittel,0.7,0.4,,,off,100,100,0,1.0,0.0,52,0.09,1.0,0.2989690721649484,0.5445544554455446,0.45247643346591104,0.6943080929507074,3500,35.0,35.0,35.0,8949,84.0,90.0,93.0,0,0.0,0.0,0.0,151.164,1.231,1.4365,1.68
0024-openai-gpt54mini-creative-hoch,OPENAI,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,hoch,1.0,0.95,,,off,100,100,0,1.0,0.0,100,0.01,1.0,0.4725274725274725,0.6666666666666667,0.667295788331105,0.883037001703541,3500,35.0,35.0,35.0,8965,80.0,90.0,98.0,0,0.0,0.0,0.0,163.667,1.38,1.593,1.877
0500-lmstudio-gptoss20b-roundtrip-de-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,1,,low,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,21200,212.0,212.0,212.0,18478,185.0,185.0,185.0,1000,10.0,10.0,10.0,554.29,5.495,5.537,5.582
0501-lmstudio-gptoss20b-roundtrip-de-reasoning-low-mittel,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,mittel,0.7,0.4,20,,low,100,100,0,1.0,0.0,100,0.01,1.0,0.5428571428571429,0.6257309941520468,0.7640048845343825,0.8465530719049664,21200,212.0,212.0,212.0,17171,152.0,169.5,196.0,1000,10.0,10.0,10.0,514.425,4.582,5.0295,5.862
0502-lmstudio-gptoss20b-roundtrip-it-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,IT,baseline,0.0,1.0,1,,low,100,100,0,1.0,0.0,2,0.99,0.99,0.0,0.0,0.0,0.0,23600,236.0,236.0,236.0,32771,328.0,328.0,328.0,2200,22.0,22.0,22.0,1001.58,9.825,9.907499999999999,10.36
0503-lmstudio-gptoss20b-roundtrip-fr-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,FR,baseline,0.0,1.0,1,,low,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,22300,223.0,223.0,223.0,18686,187.0,187.0,187.0,1200,12.0,12.0,12.0,558.706,5.551,5.587,5.653
0504-lmstudio-gptoss20b-roundtrip-en-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,EN,baseline,0.0,1.0,1,,low,100,100,0,0.01,0.99,2,0.99,1.0,,,,,20700,207.0,207.0,207.0,15475,154.0,154.0,154.0,347,3.0,3.0,3.0,461.475,4.562,4.592,4.618
0505-lmstudio-gptoss20b-factual-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,baseline,0.0,1.0,1,,low,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,25200,252.0,252.0,252.0,7800,78.0,78.0,78.0,3200,32.0,32.0,32.0,235.234,2.267,2.36,2.39
0506-lmstudio-gptoss20b-literal-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,baseline,0.0,1.0,1,,low,100,100,0,0.0,1.0,1,1.0,1.0,,,,,35700,357.0,357.0,357.0,7400,74.0,74.0,74.0,4900,49.0,49.0,49.0,224.872,2.22,2.244,2.272
0507-lmstudio-gptoss20b-creative-reasoning-low-baseline,LMSTUDIO,openai/gpt-oss-20b,,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,baseline,0.0,1.0,1,,low,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,18100,181.0,181.0,181.0,11009,110.0,110.0,110.0,405,4.0,4.0,4.0,327.696,3.25,3.277,3.304
0508-lmstudio-gptoss20b-roundtrip-de-reasoning-medium-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,1,,medium,100,100,0,0.99,0.01,2,0.99,1.0,0.0,0.0,0.0,0.0,21200,212.0,212.0,212.0,58879,589.0,589.0,589.0,46995,470.0,470.0,470.0,1772.208,17.648,17.719,17.803
0509-lmstudio-gptoss20b-roundtrip-de-reasoning-high-baseline,LMSTUDIO,openai/gpt-oss-20b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,1,,high,100,100,0,0.01,0.99,2,0.99,1.0,,,,,21200,212.0,212.0,212.0,299565,2999.0,2999.0,2999.0,291759,2921.0,2921.0,2921.0,9638.959,95.346,95.9325,98.9
0400-lmstudio-qwen35-9b-roundtrip-de-baseline,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,7200,72.0,72.0,72.0,17300,173.0,173.0,173.0,0,0.0,0.0,0.0,169.84,1.687,1.696,1.705
0401-lmstudio-qwen35-9b-roundtrip-de-mittel,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,mittel,0.7,0.4,20,,off,100,100,0,1.0,0.0,100,0.01,0.55,0.5785123966942148,0.6639344262295082,0.7550848023891852,0.8221059564385681,7200,72.0,72.0,72.0,21198,185.0,212.5,239.0,0,0.0,0.0,0.0,210.013,1.834,2.1115,2.354
0402-lmstudio-qwen35-9b-roundtrip-de-reasoning-on,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,reasoning_on,0.0,1.0,1,,on,5,0,5,0.0,0.0,0,0.0,,,,,,0,,,,0,,,,20125,4025.0,4025.0,4025.0,194.865,38.912,38.945,39.056
0403-lmstudio-qwen35-9b-roundtrip-it-baseline,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,IT,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,8500,85.0,85.0,85.0,23400,234.0,234.0,234.0,0,0.0,0.0,0.0,228.353,2.276,2.281,2.293
0404-lmstudio-qwen35-9b-roundtrip-fr-baseline,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,FR,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,8700,87.0,87.0,87.0,24100,241.0,241.0,241.0,0,0.0,0.0,0.0,234.882,2.339,2.3475,2.357
0405-lmstudio-qwen35-9b-roundtrip-en-baseline,LMSTUDIO,qwen/qwen3.5-9b,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,EN,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,6900,69.0,69.0,69.0,14200,142.0,142.0,142.0,0,0.0,0.0,0.0,139.451,1.387,1.3925,1.401
0406-lmstudio-qwen35-9b-factual-baseline,LMSTUDIO,qwen/qwen3.5-9b,,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,13000,130.0,130.0,130.0,4000,40.0,40.0,40.0,0,0.0,0.0,0.0,41.708,0.409,0.414,0.425
0407-lmstudio-qwen35-9b-literal-baseline,LMSTUDIO,qwen/qwen3.5-9b,,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,baseline,0.0,1.0,1,,off,100,100,0,0.0,1.0,1,1.0,1.0,,,,,23000,230.0,230.0,230.0,1800,18.0,18.0,18.0,0,0.0,0.0,0.0,20.775,0.204,0.205,0.213
